account_id,date,type,amount,balance,k_symbol,bank,account,operation
129,267.28088273099644,1,208,12768,7,13,1715,0
956,363.12790270472726,1,337,19007,3,13,1715,3
1158,459.7177164410016,2,9895,43209,3,13,1715,3
735,376.0706121997825,2,14,38785,6,9,1128,4
336,309.25735044779736,2,266,24464,7,13,1715,5
129,401.012444380487,1,739,15732,7,13,1715,3
397,458.5770724958793,1,3375,27461,7,8,59,3
1070,180.32034095827032,1,317,21904,3,13,1715,3
1106,366.7828309883697,2,1039,18632,7,13,1715,5
935,230.08659832978918,1,915,21748,7,13,1715,5
995,413.3627875173567,2,2814,33346,7,13,1715,4
123,369.7398547871378,2,3576,17499,7,13,1715,4
633,92.42900450993912,1,91,27609,7,11,196,3
940,367.2945592835084,1,431,44535,7,5,21,0
859,322.0052199257454,1,64,490,0,8,663,3
298,391.80352292452227,2,92,22747,7,13,1715,4
565,445.3519019815625,2,2508,57690,0,5,305,4
874,398.71314930364724,2,16654,39373,3,13,1715,2
636,272.0117153432506,1,91,16803,7,2,195,4
944,373.17010976275253,1,31180,18284,5,11,1139,4
103,222.23080885216623,2,12,17030,5,0,195,5
816,306.73982443719825,2,305,24241,5,7,987,5
571,339.82177436318347,2,3990,29562,7,13,1715,3
863,287.2616634704494,1,4148,29931,5,7,463,5
201,375.6852401348429,2,4940,14272,7,13,1279,5
771,394.8580078954306,2,14,27066,7,13,1715,3
784,308.64374178006625,1,11488,58862,7,4,961,5
669,407.97287252173305,1,18230,69956,0,6,195,5
69,206.45925962209847,1,25269,54575,7,1,781,2
1042,267.650242850124,2,4106,51236,7,13,1715,0
160,422.175735850144,1,296,31721,7,13,1715,3
800,462.30385082518524,2,7169,11073,7,13,1715,0
535,341.6215760550923,1,49174,71467,1,1,287,4
992,261.94115189396274,2,121,21466,0,5,305,4
521,377.9965087288673,2,1074,27340,7,13,1715,5
997,394.0458404996403,2,367,22166,7,13,1715,5
1207,473.9315006698001,1,2888,35735,0,0,195,0
302,465.8927771292722,2,14,32111,0,4,1539,4
1070,206.28110537669156,1,30303,21422,3,13,1020,2
1186,181.335727031388,1,668,23067,7,13,1715,5
1070,233.23452309230765,1,78,34846,7,13,1715,2
874,273.054323704023,1,16585,32904,7,13,1715,0
118,372.2471651605142,2,273,19221,7,13,1715,5
592,401.0162806404959,1,153,44829,7,13,1715,0
257,266.8947603047491,2,1117,30707,6,13,1715,3
806,468.3118665778683,1,428,15798,7,0,1715,4
308,432.76065035734234,0,95,38639,7,13,1715,5
865,467.1353474223742,2,124,42226,7,13,1715,5
1181,387.22659097470876,1,79,15674,7,13,1715,5
752,459.4263585911069,1,19665,51613,5,8,1238,3
263,403.5641135186712,0,7472,38137,7,7,1715,5
1217,403.874178888966,2,2303,39225,7,13,1715,3
572,465.5792105453178,1,64,37907,7,13,1715,4
406,253.0195959731832,2,6574,58569,7,4,152,5
106,401.2449879620695,1,71,34879,7,13,1715,3
287,336.8568516280333,2,314,21697,7,13,1715,3
995,298.3530502014677,1,32101,7007,7,13,1715,5
336,317.27031330234837,0,13068,74475,0,10,1142,5
623,176.24824547985284,1,1407,42090,7,13,1715,2
1073,358.37643788826927,2,14,5988,7,13,132,4
933,454.2253885920215,1,292,41349,0,8,1153,2
997,246.7997714938548,2,2403,18175,7,13,1715,4
825,385.41451108512075,1,8320,40907,3,13,1715,0
308,423.435176452912,1,2240,14345,3,13,1715,4
385,363.5111494377325,1,2574,44275,7,8,1570,2
735,369.11184378021056,2,3608,45616,6,13,1715,3
230,213.65580845629125,1,134,23220,7,13,1715,3
89,426.38890931257475,2,4260,39865,7,0,190,0
546,437.28131425575185,2,1519,15991,7,3,723,4
663,330.0595830000087,1,171,25086,7,13,1715,0
955,196.20816645571796,2,11550,22457,5,13,1715,5
599,414.27236636299364,0,11628,16004,7,7,0,1
71,67.19786858401208,1,205,70461,5,10,398,3
992,327.3835844040579,2,2,20007,7,5,21,4
1192,273.9153911004512,2,633,1126,0,2,1645,5
1229,438.04072672259184,1,1564,39518,1,0,195,0
1090,471.3910775939015,1,849,15756,5,10,1453,3
1162,304.26275972369945,1,29065,56770,0,10,228,3
196,461.2470715869434,1,41,10670,7,13,1715,0
184,155.19073947123138,1,882,24697,3,13,1715,0
981,186.21020016712765,2,15,14853,6,13,1715,3
100,376.8457533520249,1,1895,33969,0,4,854,0
707,179.97479757486758,1,4926,52929,0,6,249,3
521,207.4667384972957,1,6627,23018,7,4,1627,3
661,437.0613715865172,1,942,99928,5,7,514,3
854,344.5500905996727,1,103,38242,7,0,308,0
521,373.2395209281636,2,6692,48762,7,13,1715,5
572,395.75380764740896,2,4180,27559,7,13,1715,3
812,404.8358362531428,2,1398,32572,3,13,1715,0
1237,355.88694632572214,2,613,15099,7,13,1715,2
1115,469.1937469026629,1,206,26727,7,13,1715,2
1180,388.9467414975349,2,26458,13638,3,13,1715,2
45,402.8589932441619,2,2540,22142,7,13,1715,2
986,430.4559824832651,0,1025,29708,7,13,1715,5
526,379.3205274643457,1,3850,23583,7,3,689,3
947,417.06013795277806,0,5975,56200,7,9,396,4
811,468.2747611172672,1,142,23457,0,10,1317,0
633,330.55713346434777,2,14,34014,3,13,1715,3
240,130.90584856294663,1,100,10679,7,13,1715,0
612,469.1647081128062,2,3482,34269,3,13,1715,5
168,329.84529347701385,1,14191,21286,7,13,451,0
255,224.28891272912426,0,21302,55930,7,13,256,4
60,68.14694330551013,1,6564,48562,5,2,723,2
1207,407.46781301607143,1,37317,22411,7,13,1715,4
902,310.16273456414825,2,425,389,7,13,714,4
1106,468.7647423636519,2,26219,41496,7,8,315,5
434,349.75532004471484,1,31974,67777,5,8,1157,5
371,315.38075024583617,2,1428,27538,7,13,1715,5
535,419.20333507976613,2,478,24220,7,13,1715,5
401,239.93534616235414,1,15263,21347,7,13,1715,5
1021,334.38472058688086,1,11,12047,7,13,1715,0
255,335.19424791254465,2,13405,45081,7,13,1715,1
129,436.7271761915973,1,15,44887,0,0,195,0
806,372.6753607538981,2,2080,29205,7,13,1715,4
777,372.5770613705207,2,3,34720,6,13,1715,0
1237,451.18946542311136,1,6593,39561,7,13,1715,3
1111,365.9774726945063,2,672,60972,5,6,1698,5
972,174.01403959734284,2,50395,36320,7,13,1481,5
240,283.5846932732734,1,13,24135,3,13,1715,2
77,374.66140596049155,2,14,17471,7,13,1715,4
1187,451.7263323568867,0,36193,53217,0,6,398,4
1060,401.4744758968382,0,4360,39041,7,13,1715,5
733,380.5539252395146,1,311,33558,6,13,1715,3
1180,229.6292175712463,2,14,14190,7,13,1715,5
71,459.01249449849576,1,234,52837,0,10,195,4
874,377.4319750754099,1,2349,27133,3,13,1715,0
201,376.6640731754347,1,4616,37328,7,13,1715,2
626,440.825855845942,1,6225,56960,7,13,1715,2
571,338.81246919255017,2,35148,47322,3,13,1715,2
1128,272.5853182168442,2,1644,22787,7,13,1715,5
907,307.3323374837889,2,939,22009,7,13,1715,2
816,241.95805289882054,2,7929,11413,7,13,689,0
129,266.80379147911634,2,3755,43925,7,13,1715,0
816,266.8255189068859,1,18816,65339,6,13,1715,3
521,260.40804530482853,2,194,13024,3,13,1715,5
563,427.22006993509075,2,305,23541,1,7,0,4
129,218.48612409748375,2,319,59335,7,6,0,5
335,386.5339525236506,2,7177,49424,7,13,1715,5
499,435.21468620630213,1,4973,24274,7,13,1715,3
384,253.80877898131934,1,2581,19106,6,13,1715,5
384,306.63149227736454,2,2663,52192,7,2,1347,5
439,310.84222353163864,2,3054,22111,7,13,1715,4
1152,460.85735938222297,2,4800,34028,7,13,1715,5
1138,428.23035042442257,2,14,21569,6,13,1715,4
434,334.0203393727031,1,24687,87440,5,6,302,5
45,287.96103115105996,1,13913,18441,3,13,1715,2
218,338.14706080564105,1,122,19807,7,8,398,2
1237,381.46749985459064,2,5959,39617,7,13,1715,0
476,462.05213072786245,2,14,471,0,0,404,3
147,457.4892079163036,2,158,21781,7,13,905,4
401,80.3822628896933,1,4644,13293,7,13,1715,4
521,357.6325940476459,1,3814,29153,7,13,1715,2
526,379.2865638919181,2,3613,21549,6,13,1715,4
1174,372.4734426739249,1,4801,31518,0,13,1715,5
663,233.87304185258455,2,6477,7573,7,13,1715,2
1220,455.74715003973455,1,51136,83191,5,8,59,3
777,376.4472916393954,1,130,55768,3,13,1715,3
535,346.91516396445195,2,383,32277,6,13,1715,5
327,197.49139718792117,2,3394,48100,7,13,1715,4
305,457.3728346464671,2,2296,308,6,13,1715,5
591,427.3013495594165,1,5218,31390,7,13,1715,3
265,268.73240355217837,1,6529,3000,6,13,1715,3
1073,264.9486109167565,2,598,27606,7,13,1715,5
744,281.3961566194719,1,918,31037,7,13,1715,0
16,218.5404471758713,2,6283,28266,7,13,1715,3
1181,425.1984139194986,2,2553,19814,3,13,1715,3
874,311.5680941499952,1,2567,8392,6,13,1715,3
240,168.23522392650167,1,269,91826,7,11,1634,0
301,301.91529592175584,2,814,18314,7,13,1715,5
785,228.92773126105192,2,1891,20336,7,3,118,3
401,386.05822868878204,2,13,10544,7,13,1715,3
595,317.78761420277516,2,10253,16995,3,13,1715,3
752,399.30045943475716,1,2627,28821,7,13,1715,3
1235,120.57008466473059,2,3973,19637,7,3,461,4
567,312.3581683782277,1,418,20589,0,7,196,2
323,357.8996529623976,2,397,33188,7,3,132,4
288,451.67484027795354,2,3013,13651,7,13,1715,4
8,317.2673029284057,2,1030,53906,6,13,1715,5
119,451.75457570934356,1,2735,14237,7,2,1570,4
218,391.2530925915063,1,69,15644,7,13,1715,0
1237,459.1401753082807,2,4693,50540,7,11,692,4
1225,423.19219734367715,2,1818,18372,7,13,1715,4
1087,267.5354893945654,1,423,98778,7,13,1715,4
500,459.7138038551312,2,2716,15063,7,13,1715,0
735,310.9946577918077,2,6998,25213,7,2,1317,3
280,332.8122932510009,2,1017,36791,7,13,1715,5
25,369.60324387296106,2,3033,29401,7,13,1715,4
1187,458.0161579555216,1,60,15749,5,11,1001,5
384,302.95186760909985,2,32982,63193,0,5,648,4
766,273.6620589356733,1,4787,33645,7,13,1715,0
902,247.50639346340847,2,2470,23097,7,13,1715,4
595,340.2155404645868,1,494,24162,3,13,1715,3
1179,471.301522483714,1,54285,73298,0,10,59,0
935,308.56979664711076,2,257,461,6,11,214,4
1225,313.58881722157184,2,2429,60750,5,8,723,5
520,400.55485981781635,1,5857,52596,5,7,1702,5
385,442.46105096398344,0,2732,16646,0,0,988,4
1201,451.35117589882964,2,7275,10267,5,8,320,3
276,379.741013335639,2,1689,18947,7,13,1715,2
339,308.6494417499834,0,3046,15568,7,13,1715,5
129,363.4758136046456,2,7111,35243,7,13,1715,4
46,356.01874069299083,1,467,23272,5,5,1238,0
152,308.78886882340976,0,9509,63156,6,13,1715,5
336,457.68248179660094,2,6783,42491,7,8,272,5
887,433.54740389210855,1,60,19014,7,13,1715,0
806,143.42619431654776,1,587,967,7,13,1715,0
152,398.96749995021673,2,25328,46452,7,3,188,1
592,339.04621716438635,1,4766,22024,5,13,1715,4
72,329.7059734802116,1,108,24529,5,0,1339,4
376,337.97587847241033,2,4355,29380,7,6,217,5
401,336.95310851059025,2,390,95,7,13,1715,0
956,330.9785973252589,2,640,51344,7,13,1715,5
1100,408.2326401927237,2,5591,26970,1,0,1163,4
523,463.925992622551,1,14,19751,5,7,287,0
591,306.2051304685613,2,11719,41901,7,13,1715,1
1164,274.21191319649284,2,7244,46424,7,13,1715,2
123,460.12857519232693,2,802,23343,3,13,1715,4
45,281.76582479229097,1,2864,33102,3,13,1715,0
958,364.8963757258594,2,2861,14144,6,13,1715,5
902,377.4208649527266,1,64,12588,7,2,1715,0
1087,427.04324325568894,1,14718,19139,7,13,1715,5
661,168.27787883310253,2,18655,67595,5,12,1238,2
1073,270.832967329491,2,9,35810,0,10,195,0
572,68.14256677146905,2,20,22148,5,2,195,4
1158,334.01471518727817,1,166,69681,5,4,220,2
1166,440.47857810002455,2,14,15286,6,13,1715,4
752,336.22568689469136,2,3819,62383,5,6,730,2
336,465.56728717625987,1,7093,26626,5,10,228,3
572,340.4520277405747,2,8,28031,7,13,1715,4
1100,244.70350492398336,2,14,15707,7,13,1715,5
152,370.63955415406696,2,9840,36494,7,13,1715,4
50,323.97783906073823,2,35074,31476,6,13,1715,2
592,431.62815270928013,1,3691,58031,7,13,1715,0
752,397.33415651928914,1,107,6702,3,13,1715,0
449,363.3910989351786,2,3047,57613,7,5,648,4
385,248.7099653457894,0,15271,52998,1,6,398,2
831,176.47590689556023,1,4940,42712,6,13,1715,3
288,459.54717842692025,1,226,89081,0,6,470,2
572,266.05916689636547,1,1244,43522,7,13,1715,5
811,73.75294262505426,1,99,24741,7,13,1715,0
733,270.1214780610192,2,1056,28350,6,13,1715,5
816,142.97063203252728,1,612,19316,5,12,772,0
707,233.86081882422553,1,355,34059,7,13,1715,0
103,429.77939924871197,1,17,9885,3,13,1715,3
265,130.42846098491242,1,11086,26244,5,10,1612,0
1166,270.13869643947885,2,4444,24257,5,4,21,4
1125,400.99187976124585,1,65,44486,7,13,461,0
275,446.900498848004,2,4999,71511,5,6,1541,5
308,434.3301868287811,2,6426,25871,6,13,1715,4
256,253.13011371451543,1,40718,68206,0,6,633,2
588,407.3041383074718,1,63483,108380,5,11,557,5
567,468.77963121508634,2,3191,4594,0,0,313,1
999,158.61486192771127,2,1088,28508,6,13,1715,5
242,377.7747329859634,1,5420,29787,7,13,1715,5
521,378.6584264142906,2,72,39526,7,9,1715,5
1026,262.841160407607,0,8532,7859,3,13,1715,2
864,13.228488753577608,1,3315,24389,7,13,1715,2
386,225.97383311305384,1,328,31177,7,6,195,5
956,346.7339203148211,2,2874,10071,3,13,1715,0
401,308.8775601421978,1,2598,31444,7,13,1715,5
572,339.905712591253,2,14,36163,7,13,1715,2
258,458.0240595939049,2,33141,73513,6,13,1715,5
1152,251.06047209338237,2,194,22334,5,3,1121,0
160,378.2675753900884,2,8523,44553,7,13,1715,5
1087,227.26581195203738,1,844,27286,7,5,697,5
37,458.6394127517104,2,14356,39361,7,13,1715,0
1111,252.9004248326923,2,13185,53465,7,8,1377,2
1072,402.45878084672137,2,37,23870,7,13,1715,0
478,459.8182657750221,1,2252,21447,4,6,431,5
963,329.68623191144917,2,3250,24338,7,11,188,2
426,320.6576359345434,1,9851,29928,7,13,1715,5
777,456.9730057027153,2,163,32358,7,13,1715,4
186,383.21429288730235,1,67,23291,6,13,1715,5
71,337.19401644919145,1,26746,111478,1,4,195,4
1215,363.5447312709456,2,13,27645,7,13,1715,3
771,449.64234698956363,1,84,20908,7,13,1715,3
942,465.2710649778348,2,3957,66571,0,10,1307,2
1076,348.74468492061766,1,12169,32182,7,10,10,4
1070,424.2060040261952,1,200,23387,5,3,0,0
275,307.1917498060195,2,112,29347,7,11,1485,3
169,404.0295361639722,2,3657,342,0,13,606,5
995,366.95848711105486,1,1345,26795,7,13,1715,3
811,228.11394727136906,1,11510,56543,7,13,1715,3
1192,271.96607631215187,2,1982,29152,0,2,1524,2
954,364.4224803412468,2,570,32334,7,13,1715,5
257,456.5879267570104,2,112,22163,0,2,315,5
203,300.2715056047022,1,21,27926,5,7,606,5
218,308.1545578709415,1,29338,24082,7,13,1224,4
571,342.61588884740803,1,47098,106512,0,6,892,3
1201,341.37950605771044,2,6269,7043,7,13,1715,1
483,464.58520788612554,1,142,59315,0,1,228,4
100,405.19120986558283,2,12600,44366,7,13,1715,4
955,389.71736865291876,2,15,35270,7,3,1147,3
874,372.32209547463043,1,3307,22283,6,13,1715,0
707,253.975550459966,1,216,31473,7,13,1715,0
371,341.729582714159,1,50,25384,0,13,1715,3
572,441.8895578715851,2,1791,53376,6,2,1147,5
535,405.52516236272254,2,4388,33509,7,13,1715,5
71,324.8480271457985,1,318,1075,0,6,195,5
147,145.3495132417612,2,15,40020,0,2,1715,4
665,379.2810422335597,2,7129,33023,0,2,276,5
1158,463.80951101430446,1,4605,31886,7,9,697,3
1106,437.51281145257707,1,3769,45713,7,13,586,0
129,242.65772059959295,1,320,41018,7,13,1715,0
1091,369.8158915762946,2,95,32124,6,13,1715,5
1073,404.5963793432593,1,5879,24511,0,4,1091,5
567,243.21978117141924,1,4056,12774,7,10,59,5
302,301.2364952548229,0,5136,38560,6,13,1715,2
123,455.5717114469869,1,4287,32073,7,13,1715,5
997,378.17683836459753,2,567,21307,7,13,336,4
89,209.7880801558552,1,692,53467,7,2,1715,4
439,253.57240358878298,1,3652,4889,7,13,1715,0
388,270.9424522503095,2,3975,32951,7,13,1071,5
887,371.60587463714285,1,60,33315,0,12,188,0
566,367.25849276989817,2,4,422,7,8,1539,4
940,345.32481563988415,2,13,30280,7,13,1715,0
520,217.7938940737822,2,5711,30547,7,13,1715,3
108,465.4214157535162,2,42,15234,7,13,1715,3
1007,443.12616245225223,1,203,27448,6,13,1715,5
62,467.1737725373883,0,292,75836,4,5,1580,4
406,387.86347548984395,2,10818,20143,6,13,1715,4
1073,421.62929354286507,1,2405,21872,7,4,118,2
310,382.89502717358295,1,814,82748,7,13,1715,2
733,427.36695737539253,2,14,44520,7,2,1570,4
1077,369.5055083186844,1,12921,59128,7,13,1715,0
833,458.8037439950499,1,1552,24097,7,13,463,3
129,340.3690300744828,1,3137,58200,7,13,1715,3
811,305.8196902947331,1,3245,152,0,11,57,3
218,331.7829564632471,1,5154,15139,7,8,1645,4
1106,385.57097501548435,0,6546,44219,7,8,1265,4
1060,467.485258778112,2,44006,50071,7,13,1715,3
606,195.04338432791644,1,9863,12367,7,13,1715,2
1158,343.6645199466646,1,5337,36642,7,11,276,2
1073,415.32524945282904,2,1319,16907,5,4,1121,4
462,89.27060163193761,1,469,27588,0,6,220,0
467,268.89832993569354,2,2290,38709,7,13,1715,5
421,368.8566002667133,1,126,42178,6,13,1715,4
572,219.0831517530418,2,43,30243,5,12,651,5
257,435.4222262026328,2,21,25209,7,13,1715,4
567,233.50584162549336,1,4848,32777,5,6,195,5
1090,382.78995010216073,1,1767,23262,7,13,1715,3
567,431.2522442498231,2,13,58566,5,8,228,3
308,228.56183365689654,2,215,37682,7,13,1715,4
130,67.61263217068162,1,16105,60039,0,6,398,2
1234,313.72846797233353,2,3195,45003,7,13,1715,4
871,218.09545785903637,2,4937,9829,3,13,1715,4
57,406.42715219579986,2,14,36064,7,0,1715,1
785,370.2436669373854,1,140,47931,7,13,1715,0
752,365.1599514050151,1,19271,36942,5,2,0,0
526,474.8494665586326,1,14,17343,5,0,195,0
591,168.21625274160354,2,87,24440,7,13,1715,5
380,406.1790172271805,2,5996,24183,6,13,1715,3
1186,456.3261643649133,1,6211,15696,5,4,1045,2
932,464.5512142011986,2,17,20745,3,13,905,0
310,442.9786672465755,1,165,44444,7,8,843,2
431,467.09940118848476,2,57,24345,7,2,987,5
1174,363.94963030742065,1,127,43415,0,10,211,3
995,453.065704350536,1,173,23216,7,8,461,0
1164,319.3525537475942,1,5989,38510,7,13,1715,5
971,401.15891283119475,2,9330,29433,7,13,1715,5
265,295.54011333066757,1,5084,635,7,13,1715,3
526,430.3260535923192,2,5126,100254,0,12,723,4
572,251.17365332910902,1,3375,20729,7,13,1715,4
777,402.5113219239638,2,6656,35531,5,9,0,3
956,201.49033944092236,1,147,16878,7,12,725,0
462,425.2401908853949,2,10353,17965,7,13,1715,2
572,280.428256429453,2,1096,27314,7,13,1715,4
1087,413.4398663534653,2,1912,25061,6,13,1715,4
1237,350.1912240475387,0,3412,27305,3,13,1715,2
1230,431.25646754874634,2,38,39423,7,13,1715,5
218,341.7183334905784,1,4225,67410,5,8,1317,2
1125,261.7990362521514,2,230,50783,7,13,1715,5
599,460.7303933192263,2,3333,18306,7,13,1715,3
661,407.10514452793905,1,47,20123,7,13,1715,2
806,310.03390221758144,2,1521,29193,0,0,684,5
1100,338.85707648220347,2,2547,28428,7,2,1093,5
1237,371.10972739475943,2,19802,54613,7,7,678,5
992,374.1925337000577,2,154,27535,7,13,1715,5
509,233.15333442875888,1,21002,3343,7,13,1715,3
672,461.89073701190324,1,1426,34026,0,10,195,0
1192,214.53810833772485,2,2394,13849,7,13,1715,5
265,264.4514540844253,2,527,14549,7,13,1715,4
147,143.8775804167796,2,13,39958,7,11,843,4
401,170.6874945287463,2,2859,24639,7,13,461,0
1180,378.60534926112484,2,2319,22055,7,13,1715,4
1181,159.23305149185728,0,8762,52342,0,11,1265,5
665,271.8332731095013,1,3061,14666,3,13,1715,2
535,224.65925930998395,2,3453,23578,6,13,1715,2
752,438.76259133167326,2,3500,21128,6,13,1715,5
995,465.18496195127557,2,4990,45448,7,9,1265,5
71,470.3920327954752,1,25220,964,0,0,723,3
1067,320.4168905926978,0,21211,21156,5,11,54,3
539,376.80313341771523,1,490,48595,6,12,1001,5
415,240.19504129615893,1,65,21144,7,13,1715,3
8,61.95464588530385,1,304,54132,5,13,557,0
207,255.55568730059622,0,9127,32286,0,10,463,4
521,270.8465382672113,2,14966,56231,7,2,937,5
152,199.70403902647828,1,5448,18153,3,13,1715,1
591,472.18458333426497,1,5042,19499,7,13,1715,2
257,265.19882758504275,2,96,23464,7,13,1715,4
242,362.34366871233715,1,50,59145,5,6,1312,0
154,256.31487739894857,2,14,80807,5,5,323,4
606,305.31333761011297,2,5329,100721,7,13,1715,5
265,373.84233502443413,2,9,15748,7,13,1715,2
1195,267.6422063988151,0,6092,23964,0,2,195,5
771,382.3815455862712,2,2678,27060,7,13,1715,5
311,303.5155859691123,2,334,43775,3,13,1481,0
572,161.77316253339959,1,22641,52103,7,13,1715,4
108,398.6792372879981,2,7962,11020,7,2,152,2
1246,376.4171281635844,1,3690,23737,7,13,1715,5
606,460.1509721618141,0,7863,30495,7,13,1715,3
1084,202.6731165982646,0,13969,46295,7,4,321,5
265,375.34324669091774,1,17881,36644,7,13,1715,4
1179,165.22128372941003,1,373,5210,5,13,1485,3
992,87.04236925254231,2,430,16314,7,3,663,3
1138,26.012134026937844,1,4856,22895,7,13,1715,3
401,374.29225960137137,1,557,14683,0,3,1508,3
521,308.4194877158282,1,7867,56623,1,2,195,3
462,409.6541657535504,1,715,32363,7,13,1715,2
540,269.80737999302295,2,993,100909,0,7,470,5
623,337.7705169334009,2,16668,38134,5,9,302,5
707,367.40621731049674,2,802,35740,0,10,1097,0
388,296.3731087853261,1,664,24470,7,13,1715,2
1186,180.28708502413002,0,104,33767,3,13,1715,5
986,312.30545631543583,0,10347,44181,7,13,1715,5
902,406.9760964591379,2,47855,97108,0,0,1147,2
599,459.03066637239124,1,7204,36650,7,13,1715,4
308,432.50165524380014,2,3067,19157,6,13,1715,3
1090,369.1376278869492,2,15,29447,3,13,1715,0
353,366.8269142124126,2,3327,28282,0,10,195,4
785,448.8647549123619,2,238,31161,7,13,1715,0
811,377.6538405946357,2,11254,12886,6,13,1715,3
874,270.61103528051643,1,32201,89803,7,13,1715,0
535,230.45271303902467,2,15,19630,7,13,1715,4
1206,342.828204725165,2,1784,22521,6,13,1715,5
144,309.8260972497906,2,107,25695,7,13,1715,5
811,283.849146622046,1,22449,7053,0,5,697,3
520,377.16440846590996,2,2425,14909,5,3,647,4
1166,463.4541360440059,2,83,362,7,7,723,3
218,215.21496304888547,2,445,43332,7,13,1715,4
434,334.2830324492231,1,3530,41197,7,13,1715,0
291,295.3794628965613,2,2000,24460,3,13,1715,2
1100,116.38052797647919,1,17839,58967,0,13,1715,0
1186,214.41489170623305,2,6255,13211,7,13,1715,5
573,252.70058657884792,1,5670,15264,3,13,1715,2
139,417.27054407030033,2,30,35105,7,0,0,0
573,41.200051590456255,1,103,709,0,5,651,5
811,251.22476054253735,1,4341,15895,5,9,59,3
397,272.15297272908333,1,95,36968,7,13,1715,3
1186,384.70975170806065,1,94,27144,7,13,1715,3
785,285.7854707974403,2,1965,79103,3,13,1715,1
591,257.468847471802,2,1071,48979,7,13,1715,4
1237,310.7631961291776,2,2600,35865,7,13,1715,5
462,336.60999941021544,2,2724,26693,6,13,1715,5
981,415.29937230695054,2,75,30362,7,13,1715,2
258,301.69646428479894,2,2708,62892,7,13,1715,1
606,245.91986257753646,2,3751,29078,0,11,1377,5
1166,458.23642479099334,2,14,26735,3,13,1715,3
152,461.5748807806444,0,120,22791,0,8,398,0
1070,96.17719075875793,1,1319,21173,7,5,489,0
521,417.12241418425276,1,7125,54126,4,8,663,0
902,459.85433737119746,2,5741,27048,7,7,1093,5
535,324.25500665616886,1,15,8214,3,13,1715,3
196,177.03339846749893,1,6661,41206,6,13,1715,2
1091,415.20532257690536,1,5862,19207,3,13,1715,0
1162,354.3006113367082,1,16057,73550,5,8,404,5
201,304.7238934268186,1,12951,57245,7,2,1715,5
80,178.74778052832312,2,1263,64828,1,11,974,4
566,260.64043917650883,1,342,57593,7,3,885,4
1192,188.25145953805642,0,11604,62028,7,4,1530,4
1156,333.03577265290164,2,242,12193,7,13,1715,2
567,453.890785009232,2,3,34014,0,4,0,0
757,258.44253949187873,1,60,31427,7,13,1715,3
1087,419.0635051088996,2,162,49604,3,13,1715,3
768,182.22293147713486,2,39649,61233,7,5,943,3
773,366.4054969417702,2,14,54655,7,2,779,4
591,358.681747791173,2,188,77017,7,13,1715,0
218,371.28868345498597,2,15,7042,7,13,1715,1
970,158.144450883906,0,789,27936,7,13,1715,1
71,463.3174514726741,1,23,8580,7,0,461,0
1225,367.18726812306465,2,17,56315,7,13,1715,0
1237,419.71674183662986,2,3063,43812,7,13,1715,4
257,469.20068957203875,2,1457,29777,6,13,1715,4
591,280.3713188998892,2,2932,22222,7,13,1715,0
539,261.6994910191126,1,215,38596,1,0,59,0
1195,86.53897345474859,2,4814,33716,7,13,1715,2
352,377.00742948399153,1,2588,28639,6,13,1715,0
874,331.2571452239463,1,18,29023,2,13,1715,3
986,187.60312952351038,1,131,60680,7,0,743,3
1100,362.8559276139809,2,6825,18180,7,13,1715,2
633,458.5338245808318,2,19812,14687,7,8,627,5
1180,357.31507780301985,2,17207,41082,7,13,1715,5
26,133.46107054038384,0,385,67158,7,3,225,3
196,237.98475980154183,2,65,15308,6,13,1715,5
572,304.5114952277805,0,13204,60787,7,13,1570,4
1087,433.7131059257909,2,366,9194,3,13,1715,3
567,381.6239612625376,2,5522,45032,6,13,1715,2
218,406.44104393375784,2,4640,35308,7,13,1715,4
902,412.3266676420405,1,230,27456,7,0,21,0
218,187.79964584976975,1,6172,76901,6,13,1715,0
665,161.0725447868331,2,20843,69276,0,11,321,5
661,455.9890732775699,1,4816,25389,7,13,1715,0
663,194.5664130232195,1,3680,16421,7,13,1715,3
758,223.03819724781147,2,5895,61545,0,2,1536,2
752,339.04392118693863,1,462,79844,0,3,905,0
992,248.5961725440037,1,5040,46858,1,11,308,3
184,416.72636372590756,2,84,27101,7,0,489,4
518,399.0854081241104,1,770,37469,6,13,1715,3
591,391.0215213271965,2,101,50758,7,13,1715,3
566,378.77116970169163,2,4672,34404,7,13,1715,4
535,434.42104294316874,2,1104,21345,6,13,1715,0
46,335.3349235379997,2,6778,87397,1,7,1307,5
256,231.16816825869756,2,16450,37464,7,13,1715,1
123,375.14874301990216,2,10,37827,7,13,1715,4
606,263.32608441143964,2,3589,22953,7,13,524,4
1070,376.7032532284084,2,1969,1182,0,11,1265,4
100,372.4871647106826,2,6490,53399,7,12,1524,4
567,370.5884159455654,1,18781,45689,0,6,1074,5
992,367.22910240122155,1,9741,60737,0,11,743,2
265,462.0586738353518,1,3007,19325,4,13,1715,5
663,457.9277908814712,2,2082,9761,7,13,287,2
148,427.27417986331733,2,6329,28950,1,2,0,0
782,307.29835684009896,2,150,20701,7,13,1715,0
353,358.6044577621651,0,13925,33658,7,2,188,0
995,383.51856792306927,2,7916,44093,7,8,1224,4
706,396.5912291508253,2,3676,29645,7,9,445,5
902,302.2554490521666,2,873,50696,7,13,1715,5
50,258.1692932407754,2,3563,33993,6,13,1715,5
